id,i,j,mode,distance,time_a,time_b,time_c,time_d,alpha,C_consequence,e_window,l_window,capacity,unit_cost,deploy_cost,min_units,population_density,e_window_fmt,l_window_fmt
694,19,3,1,151.98,2.03,2.53,3.8,,0.0191,105.71,0.0,128.2,20.0,75.99,0.0,1,2.54,Day 1 00:00,Day 6 08:12
695,3,20,1,74.1,0.99,1.24,1.85,,0.0052,95.92,0.0,128.2,20.0,37.05,0.0,1,2.69,Day 1 00:00,Day 6 08:12
696,20,3,1,74.1,0.99,1.24,1.85,,0.0052,95.92,0.0,128.2,20.0,37.05,0.0,1,2.69,Day 1 00:00,Day 6 08:12
697,4,5,1,194.7,2.6,3.25,4.87,,0.0289,63.42,0.0,128.2,20.0,97.35,0.0,1,2.39,Day 1 00:00,Day 6 08:12
698,5,4,1,194.7,2.6,3.25,4.87,,0.0289,63.42,0.0,128.2,20.0,97.35,0.0,1,2.39,Day 1 00:00,Day 6 08:12
699,4,6,1,267.53,3.57,4.46,6.69,,0.0256,66.79,0.0,128.2,20.0,133.76,0.0,1,3.7,Day 1 00:00,Day 6 08:12
700,6,4,1,267.53,3.57,4.46,6.69,,0.0256,66.79,0.0,128.2,20.0,133.76,0.0,1,3.7,Day 1 00:00,Day 6 08:12
701,4,7,1,72.35,0.96,1.21,1.81,,0.0286,89.0,0.0,128.2,20.0,36.17,0.0,1,3.42,Day 1 00:00,Day 6 08:12
702,7,4,1,72.35,0.96,1.21,1.81,,0.0286,89.0,0.0,128.2,20.0,36.17,0.0,1,3.42,Day 1 00:00,Day 6 08:12
703,4,8,1,167.65,2.24,2.79,4.19,,0.0178,82.1,0.0,128.2,20.0,83.82,0.0,1,2.44,Day 1 00:00,Day 6 08:12
704,8,4,1,167.65,2.24,2.79,4.19,,0.0178,82.1,0.0,128.2,20.0,83.82,0.0,1,2.44,Day 1 00:00,Day 6 08:12
705,4,9,1,120.59,1.61,2.01,3.01,,0.0204,113.35,0.0,128.2,20.0,60.3,0.0,1,3.37,Day 1 00:00,Day 6 08:12
706,9,4,1,120.59,1.61,2.01,3.01,,0.0204,113.35,0.0,128.2,20.0,60.3,0.0,1,3.37,Day 1 00:00,Day 6 08:12
707,4,10,1,184.17,2.46,3.07,4.6,,0.0216,196.33,0.0,128.2,20.0,92.08,0.0,1,3.13,Day 1 00:00,Day 6 08:12
708,10,4,1,184.17,2.46,3.07,4.6,,0.0216,196.33,0.0,128.2,20.0,92.08,0.0,1,3.13,Day 1 00:00,Day 6 08:12
709,4,11,1,186.61,2.49,3.11,4.67,,0.0204,132.11,0.0,128.2,20.0,93.31,0.0,1,2.65,Day 1 00:00,Day 6 08:12
710,11,4,1,186.61,2.49,3.11,4.67,,0.0204,132.11,0.0,128.2,20.0,93.31,0.0,1,2.65,Day 1 00:00,Day 6 08:12
711,4,12,1,111.5,1.49,1.86,2.79,,0.0184,86.91,0.0,128.2,20.0,55.75,0.0,1,3.64,Day 1 00:00,Day 6 08:12
712,12,4,1,111.5,1.49,1.86,2.79,,0.0184,86.91,0.0,128.2,20.0,55.75,0.0,1,3.64,Day 1 00:00,Day 6 08:12
713,4,13,1,271.58,3.62,4.53,6.79,,0.025,167.96,0.0,128.2,20.0,135.79,0.0,1,1.85,Day 1 00:00,Day 6 08:12
714,13,4,1,271.58,3.62,4.53,6.79,,0.025,167.96,0.0,128.2,20.0,135.79,0.0,1,1.85,Day 1 00:00,Day 6 08:12
715,4,14,1,58.4,0.78,0.97,1.46,,0.0101,135.53,0.0,128.2,20.0,29.2,0.0,1,1.5,Day 1 00:00,Day 6 08:12
716,14,4,1,58.4,0.78,0.97,1.46,,0.0101,135.53,0.0,128.2,20.0,29.2,0.0,1,1.5,Day 1 00:00,Day 6 08:12
717,4,15,1,75.04,1.0,1.25,1.88,,0.0299,103.15,0.0,128.2,20.0,37.52,0.0,1,1.25,Day 1 00:00,Day 6 08:12
718,15,4,1,75.04,1.0,1.25,1.88,,0.0299,103.15,0.0,128.2,20.0,37.52,0.0,1,1.25,Day 1 00:00,Day 6 08:12
719,4,16,1,177.88,2.37,2.96,4.45,,0.0224,119.04,0.0,128.2,20.0,88.94,0.0,1,1.53,Day 1 00:00,Day 6 08:12
720,16,4,1,177.88,2.37,2.96,4.45,,0.0224,119.04,0.0,128.2,20.0,88.94,0.0,1,1.53,Day 1 00:00,Day 6 08:12
721,4,17,1,178.71,2.38,2.98,4.47,,0.0067,159.56,0.0,128.2,20.0,89.35,0.0,1,4.76,Day 1 00:00,Day 6 08:12
722,17,4,1,178.71,2.38,2.98,4.47,,0.0067,159.56,0.0,128.2,20.0,89.35,0.0,1,4.76,Day 1 00:00,Day 6 08:12
723,4,18,1,60.48,0.81,1.01,1.51,,0.0193,174.63,0.0,128.2,20.0,30.24,0.0,1,3.56,Day 1 00:00,Day 6 08:12
724,18,4,1,60.48,0.81,1.01,1.51,,0.0193,174.63,0.0,128.2,20.0,30.24,0.0,1,3.56,Day 1 00:00,Day 6 08:12
725,4,19,1,87.27,1.16,1.45,2.18,,0.0067,118.62,0.0,128.2,20.0,43.64,0.0,1,1.19,Day 1 00:00,Day 6 08:12
726,19,4,1,87.27,1.16,1.45,2.18,,0.0067,118.62,0.0,128.2,20.0,43.64,0.0,1,1.19,Day 1 00:00,Day 6 08:12
727,4,20,1,259.2,3.46,4.32,6.48,,0.0179,97.51,0.0,128.2,20.0,129.6,0.0,1,4.08,Day 1 00:00,Day 6 08:12
728,20,4,1,259.2,3.46,4.32,6.48,,0.0179,97.51,0.0,128.2,20.0,129.6,0.0,1,4.08,Day 1 00:00,Day 6 08:12
729,5,6,1,103.63,1.38,1.73,2.59,,0.0178,125.92,0.0,128.2,20.0,51.82,0.0,1,1.42,Day 1 00:00,Day 6 08:12
730,6,5,1,103.63,1.38,1.73,2.59,,0.0178,125.92,0.0,128.2,20.0,51.82,0.0,1,1.42,Day 1 00:00,Day 6 08:12
731,5,7,1,250.23,3.34,4.17,6.26,,0.0225,79.85,0.0,128.2,20.0,125.12,0.0,1,2.72,Day 1 00:00,Day 6 08:12
732,7,5,1,250.23,3.34,4.17,6.26,,0.0225,79.85,0.0,128.2,20.0,125.12,0.0,1,2.72,Day 1 00:00,Day 6 08:12
733,5,8,1,127.33,1.7,2.12,3.18,,0.0284,150.17,0.0,128.2,20.0,63.66,0.0,1,4.78,Day 1 00:00,Day 6 08:12
734,8,5,1,127.33,1.7,2.12,3.18,,0.0284,150.17,0.0,128.2,20.0,63.66,0.0,1,4.78,Day 1 00:00,Day 6 08:12
735,5,9,1,241.68,3.22,4.03,6.04,,0.0248,96.53,0.0,128.2,20.0,120.84,0.0,1,4.39,Day 1 00:00,Day 6 08:12
736,9,5,1,241.68,3.22,4.03,6.04,,0.0248,96.53,0.0,128.2,20.0,120.84,0.0,1,4.39,Day 1 00:00,Day 6 08:12
737,5,10,1,133.69,1.78,2.23,3.34,,0.0257,156.47,0.0,128.2,20.0,66.85,0.0,1,3.04,Day 1 00:00,Day 6 08:12
738,10,5,1,133.69,1.78,2.23,3.34,,0.0257,156.47,0.0,128.2,20.0,66.85,0.0,1,3.04,Day 1 00:00,Day 6 08:12
739,5,11,1,92.58,1.23,1.54,2.31,,0.02,143.68,0.0,128.2,20.0,46.29,0.0,1,3.74,Day 1 00:00,Day 6 08:12
740,11,5,1,92.58,1.23,1.54,2.31,,0.02,143.68,0.0,128.2,20.0,46.29,0.0,1,3.74,Day 1 00:00,Day 6 08:12
741,5,12,1,66.58,0.89,1.11,1.66,,0.0112,134.14,0.0,128.2,20.0,33.29,0.0,1,4.41,Day 1 00:00,Day 6 08:12
742,12,5,1,66.58,0.89,1.11,1.66,,0.0112,134.14,0.0,128.2,20.0,33.29,0.0,1,4.41,Day 1 00:00,Day 6 08:12
743,5,13,1,108.13,1.44,1.8,2.7,,0.0274,196.27,0.0,128.2,20.0,54.06,0.0,1,1.36,Day 1 00:00,Day 6 08:12
744,13,5,1,108.13,1.44,1.8,2.7,,0.0274,196.27,0.0,128.2,20.0,54.06,0.0,1,1.36,Day 1 00:00,Day 6 08:12
745,5,14,1,231.01,3.08,3.85,5.78,,0.0149,70.68,0.0,128.2,20.0,115.51,0.0,1,1.89,Day 1 00:00,Day 6 08:12
746,14,5,1,231.01,3.08,3.85,5.78,,0.0149,70.68,0.0,128.2,20.0,115.51,0.0,1,1.89,Day 1 00:00,Day 6 08:12
747,5,15,1,140.34,1.87,2.34,3.51,,0.0054,154.19,0.0,128.2,20.0,70.17,0.0,1,2.81,Day 1 00:00,Day 6 08:12
748,15,5,1,140.34,1.87,2.34,3.51,,0.0054,154.19,0.0,128.2,20.0,70.17,0.0,1,2.81,Day 1 00:00,Day 6 08:12
749,5,16,1,136.49,1.82,2.27,3.41,,0.0267,194.95,0.0,128.2,20.0,68.25,0.0,1,2.83,Day 1 00:00,Day 6 08:12
750,16,5,1,136.49,1.82,2.27,3.41,,0.0267,194.95,0.0,128.2,20.0,68.25,0.0,1,2.83,Day 1 00:00,Day 6 08:12
751,5,17,1,127.69,1.7,2.13,3.19,,0.0201,110.83,0.0,128.2,20.0,63.84,0.0,1,4.57,Day 1 00:00,Day 6 08:12
752,17,5,1,127.69,1.7,2.13,3.19,,0.0201,110.83,0.0,128.2,20.0,63.84,0.0,1,4.57,Day 1 00:00,Day 6 08:12
753,5,18,1,122.1,1.63,2.04,3.05,,0.0082,52.26,0.0,128.2,20.0,61.05,0.0,1,1.68,Day 1 00:00,Day 6 08:12
754,18,5,1,122.1,1.63,2.04,3.05,,0.0082,52.26,0.0,128.2,20.0,61.05,0.0,1,1.68,Day 1 00:00,Day 6 08:12
755,5,19,1,73.63,0.98,1.23,1.84,,0.0278,151.99,0.0,128.2,20.0,36.81,0.0,1,3.32,Day 1 00:00,Day 6 08:12
756,19,5,1,73.63,0.98,1.23,1.84,,0.0278,151.99,0.0,128.2,20.0,36.81,0.0,1,3.32,Day 1 00:00,Day 6 08:12
757,5,20,1,286.19,3.82,4.77,7.15,,0.0205,155.92,0.0,128.2,20.0,143.09,0.0,1,1.63,Day 1 00:00,Day 6 08:12
758,20,5,1,286.19,3.82,4.77,7.15,,0.0205,155.92,0.0,128.2,20.0,143.09,0.0,1,1.63,Day 1 00:00,Day 6 08:12
759,6,7,1,121.9,1.63,2.03,3.05,,0.0204,175.39,0.0,128.2,20.0,60.95,0.0,1,2.13,Day 1 00:00,Day 6 08:12
760,7,6,1,121.9,1.63,2.03,3.05,,0.0204,175.39,0.0,128.2,20.0,60.95,0.0,1,2.13,Day 1 00:00,Day 6 08:12
761,6,8,1,163.42,2.18,2.72,4.09,,0.0121,93.39,0.0,128.2,20.0,81.71,0.0,1,3.3,Day 1 00:00,Day 6 08:12
762,8,6,1,163.42,2.18,2.72,4.09,,0.0121,93.39,0.0,128.2,20.0,81.71,0.0,1,3.3,Day 1 00:00,Day 6 08:12
763,6,9,1,279.76,3.73,4.66,6.99,,0.0294,134.87,0.0,128.2,20.0,139.88,0.0,1,1.1,Day 1 00:00,Day 6 08:12
764,9,6,1,279.76,3.73,4.66,6.99,,0.0294,134.87,0.0,128.2,20.0,139.88,0.0,1,1.1,Day 1 00:00,Day 6 08:12
765,6,10,1,119.09,1.59,1.98,2.98,,0.0214,188.72,0.0,128.2,20.0,59.55,0.0,1,1.58,Day 1 00:00,Day 6 08:12
766,10,6,1,119.09,1.59,1.98,2.98,,0.0214,188.72,0.0,128.2,20.0,59.55,0.0,1,1.58,Day 1 00:00,Day 6 08:12
767,6,11,1,257.14,3.43,4.29,6.43,,0.027,63.47,0.0,128.2,20.0,128.57,0.0,1,4.62,Day 1 00:00,Day 6 08:12
768,11,6,1,257.14,3.43,4.29,6.43,,0.027,63.47,0.0,128.2,20.0,128.57,0.0,1,4.62,Day 1 00:00,Day 6 08:12
769,6,12,1,198.84,2.65,3.31,4.97,,0.0262,151.05,0.0,128.2,20.0,99.42,0.0,1,3.71,Day 1 00:00,Day 6 08:12
770,12,6,1,198.84,2.65,3.31,4.97,,0.0262,151.05,0.0,128.2,20.0,99.42,0.0,1,3.71,Day 1 00:00,Day 6 08:12
771,6,13,1,268.71,3.58,4.48,6.72,,0.0241,111.32,0.0,128.2,20.0,134.35,0.0,1,2.53,Day 1 00:00,Day 6 08:12
772,13,6,1,268.71,3.58,4.48,6.72,,0.0241,111.32,0.0,128.2,20.0,134.35,0.0,1,2.53,Day 1 00:00,Day 6 08:12
773,6,14,1,292.18,3.9,4.87,7.3,,0.0116,106.51,0.0,128.2,20.0,146.09,0.0,1,1.58,Day 1 00:00,Day 6 08:12
774,14,6,1,292.18,3.9,4.87,7.3,,0.0116,106.51,0.0,128.2,20.0,146.09,0.0,1,1.58,Day 1 00:00,Day 6 08:12
775,6,15,1,134.78,1.8,2.25,3.37,,0.0196,79.08,0.0,128.2,20.0,67.39,0.0,1,2.7,Day 1 00:00,Day 6 08:12
776,15,6,1,134.78,1.8,2.25,3.37,,0.0196,79.08,0.0,128.2,20.0,67.39,0.0,1,2.7,Day 1 00:00,Day 6 08:12
777,6,16,1,202.18,2.7,3.37,5.05,,0.0146,163.28,0.0,128.2,20.0,101.09,0.0,1,3.06,Day 1 00:00,Day 6 08:12
778,16,6,1,202.18,2.7,3.37,5.05,,0.0146,163.28,0.0,128.2,20.0,101.09,0.0,1,3.06,Day 1 00:00,Day 6 08:12
779,6,17,1,131.27,1.75,2.19,3.28,,0.0231,133.1,0.0,128.2,20.0,65.64,0.0,1,2.81,Day 1 00:00,Day 6 08:12
780,17,6,1,131.27,1.75,2.19,3.28,,0.0231,133.1,0.0,128.2,20.0,65.64,0.0,1,2.81,Day 1 00:00,Day 6 08:12
781,6,18,1,90.28,1.2,1.5,2.26,,0.0297,76.09,0.0,128.2,20.0,45.14,0.0,1,2.54,Day 1 00:00,Day 6 08:12
782,18,6,1,90.28,1.2,1.5,2.26,,0.0297,76.09,0.0,128.2,20.0,45.14,0.0,1,2.54,Day 1 00:00,Day 6 08:12
783,6,19,1,196.39,2.62,3.27,4.91,,0.0283,95.21,0.0,128.2,20.0,98.2,0.0,1,1.46,Day 1 00:00,Day 6 08:12
784,19,6,1,196.39,2.62,3.27,4.91,,0.0283,95.21,0.0,128.2,20.0,98.2,0.0,1,1.46,Day 1 00:00,Day 6 08:12
785,6,20,1,226.68,3.02,3.78,5.67,,0.0288,117.79,0.0,128.2,20.0,113.34,0.0,1,4.99,Day 1 00:00,Day 6 08:12
786,20,6,1,226.68,3.02,3.78,5.67,,0.0288,117.79,0.0,128.2,20.0,113.34,0.0,1,4.99,Day 1 00:00,Day 6 08:12
787,7,8,1,130.49,1.74,2.17,3.26,,0.027,50.22,0.0,128.2,20.0,65.24,0.0,1,3.72,Day 1 00:00,Day 6 08:12
788,8,7,1,130.49,1.74,2.17,3.26,,0.027,50.22,0.0,128.2,20.0,65.24,0.0,1,3.72,Day 1 00:00,Day 6 08:12
789,7,9,1,271.3,3.62,4.52,6.78,,0.012,177.16,0.0,128.2,20.0,135.65,0.0,1,3.4,Day 1 00:00,Day 6 08:12
790,9,7,1,271.3,3.62,4.52,6.78,,0.012,177.16,0.0,128.2,20.0,135.65,0.0,1,3.4,Day 1 00:00,Day 6 08:12
791,7,10,1,130.05,1.73,2.17,3.25,,0.0061,149.24,0.0,128.2,20.0,65.02,0.0,1,2.5,Day 1 00:00,Day 6 08:12
792,10,7,1,130.05,1.73,2.17,3.25,,0.0061,149.24,0.0,128.2,20.0,65.02,0.0,1,2.5,Day 1 00:00,Day 6 08:12
793,7,11,1,185.92,2.48,3.1,4.65,,0.01,52.9,0.0,128.2,20.0,92.96,0.0,1,1.39,Day 1 00:00,Day 6 08:12
794,11,7,1,185.92,2.48,3.1,4.65,,0.01,52.9,0.0,128.2,20.0,92.96,0.0,1,1.39,Day 1 00:00,Day 6 08:12
795,7,12,1,210.23,2.8,3.5,5.26,,0.0082,94.63,0.0,128.2,20.0,105.11,0.0,1,3.37,Day 1 00:00,Day 6 08:12
796,12,7,1,210.23,2.8,3.5,5.26,,0.0082,94.63,0.0,128.2,20.0,105.11,0.0,1,3.37,Day 1 00:00,Day 6 08:12
797,7,13,1,118.26,1.58,1.97,2.96,,0.0168,111.87,0.0,128.2,20.0,59.13,0.0,1,4.11,Day 1 00:00,Day 6 08:12
798,13,7,1,118.26,1.58,1.97,2.96,,0.0168,111.87,0.0,128.2,20.0,59.13,0.0,1,4.11,Day 1 00:00,Day 6 08:12
799,7,14,1,150.85,2.01,2.51,3.77,,0.0121,197.9,0.0,128.2,20.0,75.43,0.0,1,1.69,Day 1 00:00,Day 6 08:12
800,14,7,1,150.85,2.01,2.51,3.77,,0.0121,197.9,0.0,128.2,20.0,75.43,0.0,1,1.69,Day 1 00:00,Day 6 08:12
801,7,15,1,210.08,2.8,3.5,5.25,,0.0206,102.44,0.0,128.2,20.0,105.04,0.0,1,3.97,Day 1 00:00,Day 6 08:12
802,15,7,1,210.08,2.8,3.5,5.25,,0.0206,102.44,0.0,128.2,20.0,105.04,0.0,1,3.97,Day 1 00:00,Day 6 08:12
803,7,16,1,238.44,3.18,3.97,5.96,,0.0169,98.46,0.0,128.2,20.0,119.22,0.0,1,1.45,Day 1 00:00,Day 6 08:12
804,16,7,1,238.44,3.18,3.97,5.96,,0.0169,98.46,0.0,128.2,20.0,119.22,0.0,1,1.45,Day 1 00:00,Day 6 08:12
805,7,17,1,267.48,3.57,4.46,6.69,,0.0296,92.07,0.0,128.2,20.0,133.74,0.0,1,2.28,Day 1 00:00,Day 6 08:12
806,17,7,1,267.48,3.57,4.46,6.69,,0.0296,92.07,0.0,128.2,20.0,133.74,0.0,1,2.28,Day 1 00:00,Day 6 08:12
807,7,18,1,211.45,2.82,3.52,5.29,,0.0245,176.8,0.0,128.2,20.0,105.72,0.0,1,4.07,Day 1 00:00,Day 6 08:12
808,18,7,1,211.45,2.82,3.52,5.29,,0.0245,176.8,0.0,128.2,20.0,105.72,0.0,1,4.07,Day 1 00:00,Day 6 08:12
809,7,19,1,220.1,2.93,3.67,5.5,,0.0205,52.16,0.0,128.2,20.0,110.05,0.0,1,2.96,Day 1 00:00,Day 6 08:12
810,19,7,1,220.1,2.93,3.67,5.5,,0.0205,52.16,0.0,128.2,20.0,110.05,0.0,1,2.96,Day 1 00:00,Day 6 08:12
811,7,20,1,227.14,3.03,3.79,5.68,,0.0126,87.04,0.0,128.2,20.0,113.57,0.0,1,2.65,Day 1 00:00,Day 6 08:12
812,20,7,1,227.14,3.03,3.79,5.68,,0.0126,87.04,0.0,128.2,20.0,113.57,0.0,1,2.65,Day 1 00:00,Day 6 08:12
813,8,9,1,186.07,2.48,3.1,4.65,,0.0053,162.74,0.0,128.2,20.0,93.04,0.0,1,3.83,Day 1 00:00,Day 6 08:12
814,9,8,1,186.07,2.48,3.1,4.65,,0.0053,162.74,0.0,128.2,20.0,93.04,0.0,1,3.83,Day 1 00:00,Day 6 08:12
815,8,10,1,106.2,1.42,1.77,2.65,,0.0112,76.17,0.0,128.2,20.0,53.1,0.0,1,2.65,Day 1 00:00,Day 6 08:12
816,10,8,1,106.2,1.42,1.77,2.65,,0.0112,76.17,0.0,128.2,20.0,53.1,0.0,1,2.65,Day 1 00:00,Day 6 08:12
817,8,11,1,289.96,3.87,4.83,7.25,,0.0148,188.9,0.0,128.2,20.0,144.98,0.0,1,1.73,Day 1 00:00,Day 6 08:12
818,11,8,1,289.96,3.87,4.83,7.25,,0.0148,188.9,0.0,128.2,20.0,144.98,0.0,1,1.73,Day 1 00:00,Day 6 08:12
819,8,12,1,109.84,1.46,1.83,2.75,,0.0177,72.66,0.0,128.2,20.0,54.92,0.0,1,1.45,Day 1 00:00,Day 6 08:12
820,12,8,1,109.84,1.46,1.83,2.75,,0.0177,72.66,0.0,128.2,20.0,54.92,0.0,1,1.45,Day 1 00:00,Day 6 08:12
821,8,13,1,217.5,2.9,3.63,5.44,,0.0136,154.82,0.0,128.2,20.0,108.75,0.0,1,1.91,Day 1 00:00,Day 6 08:12
822,13,8,1,217.5,2.9,3.63,5.44,,0.0136,154.82,0.0,128.2,20.0,108.75,0.0,1,1.91,Day 1 00:00,Day 6 08:12
823,8,14,1,124.95,1.67,2.08,3.12,,0.0273,136.95,0.0,128.2,20.0,62.48,0.0,1,1.49,Day 1 00:00,Day 6 08:12
824,14,8,1,124.95,1.67,2.08,3.12,,0.0273,136.95,0.0,128.2,20.0,62.48,0.0,1,1.49,Day 1 00:00,Day 6 08:12
825,8,15,1,155.17,2.07,2.59,3.88,,0.0075,59.94,0.0,128.2,20.0,77.58,0.0,1,3.26,Day 1 00:00,Day 6 08:12
826,15,8,1,155.17,2.07,2.59,3.88,,0.0075,59.94,0.0,128.2,20.0,77.58,0.0,1,3.26,Day 1 00:00,Day 6 08:12
827,8,16,1,77.94,1.04,1.3,1.95,,0.0104,60.89,0.0,128.2,20.0,38.97,0.0,1,1.45,Day 1 00:00,Day 6 08:12
828,16,8,1,77.94,1.04,1.3,1.95,,0.0104,60.89,0.0,128.2,20.0,38.97,0.0,1,1.45,Day 1 00:00,Day 6 08:12
829,8,17,1,162.11,2.16,2.7,4.05,,0.0091,97.16,0.0,128.2,20.0,81.05,0.0,1,2.74,Day 1 00:00,Day 6 08:12
830,17,8,1,162.11,2.16,2.7,4.05,,0.0091,97.16,0.0,128.2,20.0,81.05,0.0,1,2.74,Day 1 00:00,Day 6 08:12
831,8,18,1,98.53,1.31,1.64,2.46,,0.0084,72.17,0.0,128.2,20.0,49.26,0.0,1,4.77,Day 1 00:00,Day 6 08:12
832,18,8,1,98.53,1.31,1.64,2.46,,0.0084,72.17,0.0,128.2,20.0,49.26,0.0,1,4.77,Day 1 00:00,Day 6 08:12
833,8,19,1,137.18,1.83,2.29,3.43,,0.0164,162.94,0.0,128.2,20.0,68.59,0.0,1,4.15,Day 1 00:00,Day 6 08:12
834,19,8,1,137.18,1.83,2.29,3.43,,0.0164,162.94,0.0,128.2,20.0,68.59,0.0,1,4.15,Day 1 00:00,Day 6 08:12
835,8,20,1,223.93,2.99,3.73,5.6,,0.0273,129.9,0.0,128.2,20.0,111.97,0.0,1,1.66,Day 1 00:00,Day 6 08:12
836,20,8,1,223.93,2.99,3.73,5.6,,0.0273,129.9,0.0,128.2,20.0,111.97,0.0,1,1.66,Day 1 00:00,Day 6 08:12
837,9,10,1,203.06,2.71,3.38,5.08,,0.0163,174.44,0.0,128.2,20.0,101.53,0.0,1,1.97,Day 1 00:00,Day 6 08:12
838,10,9,1,203.06,2.71,3.38,5.08,,0.0163,174.44,0.0,128.2,20.0,101.53,0.0,1,1.97,Day 1 00:00,Day 6 08:12
839,9,11,1,219.28,2.92,3.65,5.48,,0.0053,107.46,0.0,128.2,20.0,109.64,0.0,1,2.38,Day 1 00:00,Day 6 08:12
840,11,9,1,219.28,2.92,3.65,5.48,,0.0053,107.46,0.0,128.2,20.0,109.64,0.0,1,2.38,Day 1 00:00,Day 6 08:12
841,9,12,1,73.59,0.98,1.23,1.84,,0.0255,174.03,0.0,128.2,20.0,36.8,0.0,1,2.0,Day 1 00:00,Day 6 08:12
842,12,9,1,73.59,0.98,1.23,1.84,,0.0255,174.03,0.0,128.2,20.0,36.8,0.0,1,2.0,Day 1 00:00,Day 6 08:12
843,9,13,1,227.89,3.04,3.8,5.7,,0.0276,137.01,0.0,128.2,20.0,113.95,0.0,1,2.48,Day 1 00:00,Day 6 08:12
844,13,9,1,227.89,3.04,3.8,5.7,,0.0276,137.01,0.0,128.2,20.0,113.95,0.0,1,2.48,Day 1 00:00,Day 6 08:12
845,9,14,1,220.58,2.94,3.68,5.51,,0.0149,135.72,0.0,128.2,20.0,110.29,0.0,1,3.65,Day 1 00:00,Day 6 08:12
846,14,9,1,220.58,2.94,3.68,5.51,,0.0149,135.72,0.0,128.2,20.0,110.29,0.0,1,3.65,Day 1 00:00,Day 6 08:12
847,9,15,1,123.22,1.64,2.05,3.08,,0.0216,126.18,0.0,128.2,20.0,61.61,0.0,1,3.37,Day 1 00:00,Day 6 08:12
848,15,9,1,123.22,1.64,2.05,3.08,,0.0216,126.18,0.0,128.2,20.0,61.61,0.0,1,3.37,Day 1 00:00,Day 6 08:12
849,9,16,1,122.25,1.63,2.04,3.06,,0.0236,72.4,0.0,128.2,20.0,61.13,0.0,1,2.92,Day 1 00:00,Day 6 08:12
850,16,9,1,122.25,1.63,2.04,3.06,,0.0236,72.4,0.0,128.2,20.0,61.13,0.0,1,2.92,Day 1 00:00,Day 6 08:12
851,9,17,1,182.93,2.44,3.05,4.57,,0.0052,169.59,0.0,128.2,20.0,91.46,0.0,1,3.22,Day 1 00:00,Day 6 08:12
852,17,9,1,182.93,2.44,3.05,4.57,,0.0052,169.59,0.0,128.2,20.0,91.46,0.0,1,3.22,Day 1 00:00,Day 6 08:12
853,9,18,1,69.72,0.93,1.16,1.74,,0.0262,156.53,0.0,128.2,20.0,34.86,0.0,1,4.66,Day 1 00:00,Day 6 08:12
854,18,9,1,69.72,0.93,1.16,1.74,,0.0262,156.53,0.0,128.2,20.0,34.86,0.0,1,4.66,Day 1 00:00,Day 6 08:12
855,9,19,1,220.48,2.94,3.67,5.51,,0.0176,168.56,0.0,128.2,20.0,110.24,0.0,1,2.43,Day 1 00:00,Day 6 08:12
856,19,9,1,220.48,2.94,3.67,5.51,,0.0176,168.56,0.0,128.2,20.0,110.24,0.0,1,2.43,Day 1 00:00,Day 6 08:12
857,9,20,1,158.9,2.12,2.65,3.97,,0.0139,98.91,0.0,128.2,20.0,79.45,0.0,1,4.77,Day 1 00:00,Day 6 08:12
858,20,9,1,158.9,2.12,2.65,3.97,,0.0139,98.91,0.0,128.2,20.0,79.45,0.0,1,4.77,Day 1 00:00,Day 6 08:12
859,10,11,1,176.61,2.35,2.94,4.42,,0.0177,106.78,0.0,128.2,20.0,88.3,0.0,1,2.31,Day 1 00:00,Day 6 08:12
860,11,10,1,176.61,2.35,2.94,4.42,,0.0177,106.78,0.0,128.2,20.0,88.3,0.0,1,2.31,Day 1 00:00,Day 6 08:12
861,10,12,1,107.74,1.44,1.8,2.69,,0.0287,159.88,0.0,128.2,20.0,53.87,0.0,1,2.92,Day 1 00:00,Day 6 08:12
862,12,10,1,107.74,1.44,1.8,2.69,,0.0287,159.88,0.0,128.2,20.0,53.87,0.0,1,2.92,Day 1 00:00,Day 6 08:12
863,10,13,1,199.38,2.66,3.32,4.98,,0.026,105.49,0.0,128.2,20.0,99.69,0.0,1,2.13,Day 1 00:00,Day 6 08:12
864,13,10,1,199.38,2.66,3.32,4.98,,0.026,105.49,0.0,128.2,20.0,99.69,0.0,1,2.13,Day 1 00:00,Day 6 08:12
865,10,14,1,169.31,2.26,2.82,4.23,,0.0165,174.63,0.0,128.2,20.0,84.66,0.0,1,4.58,Day 1 00:00,Day 6 08:12
866,14,10,1,169.31,2.26,2.82,4.23,,0.0165,174.63,0.0,128.2,20.0,84.66,0.0,1,4.58,Day 1 00:00,Day 6 08:12
867,10,15,1,264.75,3.53,4.41,6.62,,0.0224,129.19,0.0,128.2,20.0,132.38,0.0,1,1.7,Day 1 00:00,Day 6 08:12
868,15,10,1,264.75,3.53,4.41,6.62,,0.0224,129.19,0.0,128.2,20.0,132.38,0.0,1,1.7,Day 1 00:00,Day 6 08:12
869,10,16,1,282.83,3.77,4.71,7.07,,0.0264,128.92,0.0,128.2,20.0,141.41,0.0,1,4.02,Day 1 00:00,Day 6 08:12
870,16,10,1,282.83,3.77,4.71,7.07,,0.0264,128.92,0.0,128.2,20.0,141.41,0.0,1,4.02,Day 1 00:00,Day 6 08:12
871,10,17,1,274.78,3.66,4.58,6.87,,0.0126,136.07,0.0,128.2,20.0,137.39,0.0,1,4.84,Day 1 00:00,Day 6 08:12
